y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
TAQAUH 6 1/2 10/27/36,UAE 2 7/8 10/19/41,Long Y / Short X,0.94,7.36,1.2,1.2,0.021,122,QUASI,IG,False,False,False
OMAN 7 01/25/51,KSA 5 04/17/49,Long Y / Short X,0.73,72.08,1.2,1.2,0.0306,122,IG,IG,False,True,True
QPETRO 3.3 07/12/51,KSA 2 3/4 02/03/32,Long Y / Short X,1.35,13.65,1.2,1.2,0.0556,122,IG,IG,False,True,True
QPETRO 3.3 07/12/51,QATAR 9 3/4 06/15/30,Long Y / Short X,1.26,70.05,1.2,1.2,0.0598,122,IG,IG,False,False,False
QATAR 4.4 04/16/50,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.86,-30.98,1.2,1.2,0.0651,122,IG,IG,False,False,False
EGYPT 5 7/8 02/16/31,KSA 2 3/4 02/03/32,Long Y / Short X,2.8,47.77,1.2,1.2,0.0664,122,HY,IG,False,True,True
KSA 5 3/8 01/13/31,QATAR 4.4 04/16/50,Short Y / Long X,0.64,20.11,-1.2,1.2,0.0709,122,IG,IG,False,True,True
ADNOCM 4 1/2 09/11/34,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.7,13.07,-1.2,1.2,0.0716,121,IG,QUASI,False,False,False
KSA 5 3/8 01/13/31,UAE 4.05 07/07/32,Short Y / Long X,0.69,60.61,-1.2,1.2,0.075,122,IG,IG,False,True,True
MOROC 5 1/2 12/11/42,KSA 4 1/2 04/17/30,Long Y / Short X,0.67,136.2,1.2,1.2,0.0783,122,HY,IG,False,True,True
KSA 5 1/2 10/25/32,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.61,53.35,-1.2,1.2,0.0953,122,IG,QUASI,False,True,True
EGYPT 9.45 02/04/33,JORDAN 5 3/4 11/12/32,Long Y / Short X,1.16,83.62,1.2,1.2,0.1032,104,HY,HY,False,False,False
QATAR 9 3/4 06/15/30,MOROC 3 12/15/32,Short Y / Long X,1.09,-110.95,-1.2,1.2,0.1338,122,IG,HY,False,False,False
MOROC 5.95 03/08/28,MOROC 3 12/15/32,Long Y / Short X,0.59,22.25,1.2,1.2,0.1416,122,HY,HY,False,False,False
ARAMCO 3 1/4 11/24/50,KSA 4 1/2 04/17/30,Short Y / Long X,1.22,67.28,-1.2,1.2,0.1595,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,OMAN 6 1/2 03/08/47,Short Y / Long X,0.72,-37.59,-1.2,1.2,0.1601,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,PIFKSA 5 01/29/29,Short Y / Long X,1.24,84.65,-1.2,1.2,0.1647,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,QATAR 9 3/4 06/15/30,Long Y / Short X,1.46,428.81,1.2,1.2,0.1716,122,HY,IG,False,False,False
EGYPT 6 7/8 04/30/40,JORDAN 5 3/4 11/12/32,Long Y / Short X,1.07,136.19,1.2,1.2,0.1776,104,HY,HY,False,False,False
QATAR 4 5/8 06/02/46,KUWIB 4.652 10/09/35,Long Y / Short X,1.39,-22.32,1.2,1.2,0.1815,122,IG,IG,False,False,False
ARAMCO 4 3/8 04/16/49,TAQAUH 4 3/4 03/09/37,Short Y / Long X,1.03,43.14,-1.19,1.19,0.0,122,IG,QUASI,False,False,False
OMAN 5 5/8 01/17/28,QATAR 3 1/4 06/02/26,Long Y / Short X,0.45,96.43,1.19,1.19,0.0001,122,IG,IG,False,False,False
EGYPT 6 7/8 04/30/40,EGYPT 7 5/8 05/29/32,Long Y / Short X,0.88,94.5,1.19,1.19,0.0012,122,HY,HY,False,False,False
KSA 4 7/8 07/18/33,TAQAUH 3.4 04/29/51,Short Y / Long X,0.68,14.65,-1.19,1.19,0.0012,122,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,ESCWPC 4.45 08/01/35,Short Y / Long X,0.31,28.64,-1.19,1.19,0.0055,122,IG,OTHER,False,True,True
OMAN 6 1/2 03/08/47,ARAMCO 5 3/4 07/17/54,Long Y / Short X,0.71,48.53,1.19,1.19,0.0098,122,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,QATAR 4.817 03/14/49,Short Y / Long X,0.78,100.6,-1.19,1.19,0.0122,122,IG,IG,False,False,False
QPETRO 1 3/8 09/12/26,ESCWPC 4.45 08/01/35,Short Y / Long X,0.55,-21.76,-1.19,1.19,0.0279,122,IG,OTHER,False,False,False
OMAN 6 1/4 01/25/31,QATAR 9 3/4 06/15/30,Long Y / Short X,0.89,72.55,1.19,1.19,0.0331,122,IG,IG,False,False,False
PIFKSA 4 7/8 02/14/35,KSA 5 04/17/49,Long Y / Short X,0.77,1.67,1.19,1.19,0.0357,122,IG,IG,False,True,False
DPWDU 5 5/8 09/25/48,UAE 3 1/4 10/19/61,Long Y / Short X,1.22,29.87,1.19,1.19,0.0503,122,QUASI,IG,False,False,False
OMAN 5 5/8 01/17/28,KSA 4 1/2 04/17/30,Long Y / Short X,0.52,64.26,1.19,1.19,0.0604,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,KSA 5 1/4 01/16/50,Long Y / Short X,0.95,31.3,1.19,1.19,0.0763,121,IG,IG,False,True,False
DPWDU 5 5/8 09/25/48,DPWDU 6.85 07/02/37,Long Y / Short X,0.91,35.37,1.19,1.19,0.0834,122,QUASI,QUASI,False,False,False
KSA 2 3/4 02/03/32,QATAR 5 3/4 01/20/42,Short Y / Long X,0.88,3.69,-1.19,1.19,0.0998,122,IG,IG,False,True,True
EGYPT 6 7/8 04/30/40,TAQAUH 4 7/8 04/23/30,Long Y / Short X,1.73,270.86,1.19,1.19,0.1058,122,HY,QUASI,False,False,False
PIFKSA 5 01/29/29,ARAMCO 3 1/2 04/16/29,Short Y / Long X,0.76,34.76,-1.19,1.19,0.1093,122,IG,IG,False,True,True
KSA 2 1/2 02/03/27,JORDAN 7 3/4 01/15/28,Short Y / Long X,0.55,-67.39,-1.19,1.19,0.1144,122,IG,HY,False,True,True
OMAN 4 3/4 06/15/26,QATAR 4 5/8 06/02/46,Long Y / Short X,0.94,-19.31,1.19,1.19,0.1201,122,IG,IG,False,False,False
KSA 5 3/8 01/13/31,QATAR 4.817 03/14/49,Short Y / Long X,0.61,23.5,-1.19,1.19,0.1261,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,ARAMCO 3 1/2 11/24/70,Long Y / Short X,0.93,165.76,1.19,1.19,0.1703,122,HY,IG,False,False,False
OMAN 4 3/4 06/15/26,RPCUH 6 08/31/36,Long Y / Short X,0.54,9.7,1.19,1.19,0.1744,122,IG,OTHER,False,False,False
OMAN 5 5/8 01/17/28,QATAR 4 1/2 04/23/28,Long Y / Short X,0.64,76.52,1.19,1.19,0.1748,122,IG,IG,False,False,False
DPWDU 4.7 09/30/49,TAQAUH 4 7/8 04/23/30,Long Y / Short X,1.07,88.57,1.19,1.19,0.1937,122,QUASI,QUASI,False,False,False
KSA 5 01/18/53,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.14,30.17,-1.18,1.18,0.0001,122,IG,IG,False,True,False
KSA 3 1/4 11/17/51,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.86,103.91,-1.18,1.18,0.0078,122,IG,QUASI,False,True,True
KSA 4 7/8 07/18/33,KSA 4 1/2 04/17/30,Short Y / Long X,0.81,37.46,-1.18,1.18,0.0157,122,IG,IG,False,True,False
KSA 3 3/4 01/21/55,QATAR 9 3/4 06/15/30,Short Y / Long X,0.99,119.98,-1.18,1.18,0.0476,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,UAE 2 10/19/31,Short Y / Long X,0.89,78.92,-1.18,1.18,0.0503,122,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.78,171.53,-1.18,1.18,0.0799,122,IG,QUASI,False,True,True
KSA 4 1/2 10/26/46,OMAN 6 1/2 03/08/47,Short Y / Long X,1.08,-38.7,-1.18,1.18,0.0857,122,IG,IG,False,True,True
UAE 4.05 07/07/32,QATAR 4 5/8 06/02/46,Short Y / Long X,0.9,-54.34,-1.18,1.18,0.1016,122,IG,IG,False,False,False
MOROC 3 12/15/32,QATAR 6.4 01/20/40,Long Y / Short X,0.88,65.86,1.18,1.18,0.1234,122,HY,IG,False,False,False
KSA 3 5/8 03/04/28,QATAR 9 3/4 06/15/30,Long Y / Short X,0.74,33.76,1.18,1.18,0.1485,122,IG,IG,False,True,True
QATAR 4 1/2 02/27/28,QATAR 4 1/2 04/23/28,Long Y / Short X,1.15,-11.99,1.18,1.18,0.1597,122,IG,IG,False,False,False
QATAR 4.817 03/14/49,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.87,-31.76,1.18,1.18,0.1851,122,IG,IG,False,False,False
KSA 4 7/8 07/18/33,QATAR 4 1/2 04/23/28,Short Y / Long X,0.88,62.79,-1.17,1.17,0.0007,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,ARAMCO 4 3/8 04/16/49,Short Y / Long X,0.9,52.2,-1.17,1.17,0.0022,122,IG,IG,False,False,False
UAE 4.951 07/07/52,QATAR 4 1/2 02/27/28,Short Y / Long X,1.12,68.79,-1.17,1.17,0.0032,122,IG,IG,False,False,False
QPETRO 2 1/4 07/12/31,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.78,0.29,-1.17,1.17,0.0041,122,IG,QUASI,False,False,False
KSA 5 01/18/53,PIFKSA 5 1/4 10/13/32,Short Y / Long X,1.05,49.46,-1.17,1.17,0.0124,122,IG,IG,False,True,False
KSA 5 3/8 01/13/31,TAQAUH 4.696 04/24/33,Short Y / Long X,0.57,37.78,-1.17,1.17,0.0286,121,IG,QUASI,False,True,True
PIFKSA 5 3/8 10/13/2122,KUWIB 4.652 10/09/35,Short Y / Long X,1.33,100.34,-1.17,1.17,0.0297,122,IG,IG,False,True,True
DPWDU 4.7 09/30/49,QATAR 6.4 01/20/40,Long Y / Short X,2.09,-32.5,1.17,1.17,0.0354,122,QUASI,IG,False,False,False
UAE 4.917 09/25/33,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.68,-37.67,-1.17,1.17,0.0383,121,IG,QUASI,False,False,False
UAE 4.917 09/25/33,QATAR 4 5/8 06/02/46,Short Y / Long X,0.94,-59.25,-1.17,1.17,0.0465,122,IG,IG,False,False,False
PIFKSA 5 1/4 01/29/34,UAE 2 7/8 10/19/41,Short Y / Long X,0.76,46.12,-1.17,1.17,0.0523,122,IG,IG,False,True,True
ARAMCO 4 3/8 04/16/49,QATAR 4 1/2 02/27/28,Short Y / Long X,0.96,121.25,-1.17,1.17,0.0567,122,IG,IG,False,False,False
KSA 5 01/16/34,KSA 3 1/4 10/22/30,Short Y / Long X,0.77,40.24,-1.17,1.17,0.0571,97,IG,IG,False,True,False
KSA 3 1/4 10/22/30,MOROC 5 1/2 12/11/42,Short Y / Long X,1.15,-134.37,-1.17,1.17,0.0742,97,IG,HY,False,True,True
KSA 5 3/8 01/13/31,QPETRO 3.3 07/12/51,Short Y / Long X,0.55,18.74,-1.17,1.17,0.0774,122,IG,IG,False,True,True
ARAMCO 2 1/4 11/24/30,TAQAUH 4.696 04/24/33,Long Y / Short X,0.78,26.39,1.17,1.17,0.0978,121,IG,QUASI,False,False,False
EGYPT 7.0529 01/15/32,KSA 2 3/4 02/03/32,Long Y / Short X,2.94,65.57,1.17,1.17,0.1117,122,HY,IG,False,True,True
ARAMCO 3 1/2 04/16/29,KSA 4 1/2 04/17/30,Long Y / Short X,0.92,10.55,1.17,1.17,0.1363,122,IG,IG,False,True,True
EGYPT 8 3/4 09/30/51,KSA 2 3/4 02/03/32,Long Y / Short X,1.87,349.69,1.17,1.17,0.1829,122,HY,IG,False,True,True
JORDAN 7 1/2 01/13/29,PIFKSA 5 1/4 10/13/32,Long Y / Short X,0.85,121.61,1.16,1.16,0.0093,122,HY,IG,False,True,True
OMAN 6 08/01/29,UAE 3 1/4 10/19/61,Long Y / Short X,0.48,58.71,1.16,1.16,0.0093,122,IG,IG,False,False,False
KSA 3 1/4 10/22/30,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.56,2.24,1.16,1.16,0.0202,96,IG,IG,False,True,True
KSA 5 01/16/34,PIFKSA 5 09/15/35,Short Y / Long X,0.94,-16.95,-1.16,1.16,0.0224,122,IG,IG,False,True,False
KSA 4 3/4 01/18/28,QATAR 3 3/4 04/16/30,Long Y / Short X,0.62,41.11,1.16,1.16,0.0315,122,IG,IG,False,True,True
EGYPT 5.8 09/30/27,QATAR 4 1/2 02/27/28,Short Y / Long X,1.96,128.26,-1.16,1.16,0.0744,122,HY,IG,False,False,False
KSA 5 01/16/34,MOROC 3 12/15/32,Short Y / Long X,0.81,-16.85,-1.16,1.16,0.0928,122,IG,HY,False,True,True
QATAR 4 1/2 02/27/28,TAQAUH 3.4 04/29/51,Long Y / Short X,0.84,-68.35,1.16,1.16,0.094,122,IG,QUASI,False,False,False
MOROC 3 12/15/32,TAQAUH 3.4 04/29/51,Long Y / Short X,0.54,80.17,1.16,1.16,0.098,122,HY,QUASI,False,False,False
MOROC 5 1/2 12/11/42,QATAR 6.4 01/20/40,Long Y / Short X,0.98,97.54,1.16,1.16,0.1383,122,HY,IG,False,False,False
KSA 4 3/4 01/18/28,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.53,-45.92,1.16,1.16,0.143,122,IG,IG,False,True,False
PIFKSA 5 1/4 10/13/32,UAE 2 7/8 10/19/41,Short Y / Long X,0.83,32.31,-1.16,1.16,0.1579,122,IG,IG,False,True,True
EGYPT 5 7/8 02/16/31,ARAMCO 3 1/4 11/24/50,Long Y / Short X,1.9,-15.55,1.16,1.16,0.1636,122,HY,IG,False,False,False
KSA 4 3/8 04/16/29,PIFKSA 5 1/4 10/13/32,Long Y / Short X,0.8,-12.42,1.16,1.16,0.1825,122,IG,IG,False,True,False
KSA 2 1/4 02/02/33,JORDAN 7 1/2 01/13/29,Short Y / Long X,0.51,-8.3,-1.16,1.16,0.1963,122,IG,HY,False,True,True
QATAR 4 1/2 02/27/28,QATAR 4 5/8 06/02/46,Long Y / Short X,0.86,-54.07,1.15,1.15,0.0,122,IG,IG,False,False,False
ARAMCO 5 3/4 07/17/54,DPWDU 6.85 07/02/37,Short Y / Long X,0.7,84.83,-1.15,1.15,0.0001,122,IG,QUASI,False,False,False
QATAR 4 7/8 02/27/35,QATAR 6.4 01/20/40,Short Y / Long X,1.16,-55.38,-1.15,1.15,0.0002,122,IG,IG,False,False,False
KSA 5 01/16/34,QATAR 4 1/2 04/23/28,Short Y / Long X,0.83,65.56,-1.15,1.15,0.0017,122,IG,IG,False,True,True
OMAN 6 08/01/29,TAQAUH 4.696 04/24/33,Long Y / Short X,0.49,67.17,1.15,1.15,0.0058,121,IG,QUASI,False,False,False
KSA 4 7/8 07/18/33,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.69,25.33,-1.15,1.15,0.0071,122,IG,QUASI,False,True,True
OMAN 6 1/2 03/08/47,KSA 2 3/4 02/03/32,Long Y / Short X,0.93,98.07,1.15,1.15,0.0083,122,IG,IG,False,True,True
KSA 3 3/4 01/21/55,KSA 4 7/8 07/18/33,Short Y / Long X,1.27,39.85,-1.15,1.15,0.0386,122,IG,IG,False,True,False
QATAR 4 7/8 02/27/35,MOROC 5 1/2 12/11/42,Short Y / Long X,0.96,-127.53,-1.15,1.15,0.0394,122,IG,HY,False,False,False
KSA 5 3/8 01/13/31,KSA 4 3/4 01/18/28,Short Y / Long X,0.98,20.14,-1.15,1.15,0.0499,122,IG,IG,False,True,False
KSA 5 5/8 01/13/35,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.53,-11.52,1.15,1.15,0.0562,122,IG,IG,False,True,False
PIFKSA 5 1/4 10/13/32,OMAN 6 08/01/29,Short Y / Long X,1.28,-30.06,-1.15,1.15,0.0877,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,OMAN 7 3/8 10/28/32,Short Y / Long X,0.8,3.19,-1.15,1.15,0.0927,122,IG,IG,False,True,True
QATAR 4.817 03/14/49,UAE 3 1/4 10/19/61,Long Y / Short X,0.89,10.53,1.15,1.15,0.099,122,IG,IG,False,False,False
KSA 5 01/16/34,OMAN 6 08/01/29,Short Y / Long X,0.88,4.1,-1.15,1.15,0.1078,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.81,125.93,-1.15,1.15,0.1088,122,IG,QUASI,False,False,False
EGYPT 8.15 11/20/59,QATAR 9 3/4 06/15/30,Long Y / Short X,1.59,432.05,1.15,1.15,0.1097,122,HY,IG,False,False,False
ARAMCO 5 1/4 07/17/34,QATAR 9 3/4 06/15/30,Long Y / Short X,0.8,78.08,1.15,1.15,0.1141,122,IG,IG,False,False,False
ARAMCO 5 7/8 07/17/64,OMAN 6 1/4 01/25/31,Short Y / Long X,1.09,78.7,-1.15,1.15,0.1381,122,IG,IG,False,False,False
PIFKSA 5 3/8 10/13/2122,OMAN 7 3/8 10/28/32,Short Y / Long X,1.02,105.67,-1.15,1.15,0.145,122,IG,IG,False,True,True
KSA 5 01/16/34,KSA 4 3/4 01/18/28,Short Y / Long X,0.92,36.37,-1.15,1.15,0.1692,122,IG,IG,False,True,False
KSA 5 3/8 01/13/31,KSA 3 5/8 03/04/28,Short Y / Long X,0.86,30.57,-1.15,1.15,0.1772,122,IG,IG,False,True,False
EGYPT 7 1/2 02/16/61,PIFKSA 5 1/4 01/29/34,Long Y / Short X,1.59,309.6,1.15,1.15,0.1886,122,HY,IG,False,True,True
KSA 4 7/8 07/18/33,TAQAUH 4.696 04/24/33,Short Y / Long X,0.57,49.96,-1.14,1.14,0.0012,121,IG,QUASI,False,True,True
EGYPT 8 1/2 01/31/47,EGYPT 7 1/2 02/16/61,Short Y / Long X,1.1,-45.31,-1.14,1.14,0.0065,122,HY,HY,False,False,False
KSA 5 1/2 10/25/32,KUWIB 4.136 10/09/30,Short Y / Long X,1.0,20.23,-1.14,1.14,0.009,122,IG,IG,False,True,True
OMAN 7 01/25/51,ARAMCO 3 1/2 11/24/70,Long Y / Short X,0.69,62.99,1.14,1.14,0.0163,122,IG,IG,False,False,False
DPWDU 4.7 09/30/49,TAQAUH 3.4 04/29/51,Long Y / Short X,1.37,-12.55,1.14,1.14,0.0195,122,QUASI,QUASI,False,False,False
KSA 5 3/8 01/13/31,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.5,19.31,-1.14,1.14,0.0315,121,IG,IG,False,True,True
KSA 5 3/4 01/16/54,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.73,117.83,-1.14,1.14,0.0322,122,IG,QUASI,False,True,True
QATAR 4 7/8 02/27/35,QATAR 9 3/4 06/15/30,Long Y / Short X,0.73,18.59,1.14,1.14,0.0326,122,IG,IG,False,False,False
RASGAS 5.838 09/30/27,UAE 3 1/4 10/19/61,Long Y / Short X,2.36,-191.21,1.14,1.14,0.0359,122,OTHER,IG,False,False,False
MOROC 5 1/2 12/11/42,TAQAUH 3.4 04/29/51,Long Y / Short X,0.61,110.75,1.14,1.14,0.0421,122,HY,QUASI,False,False,False
KSA 5 1/8 01/13/28,KSA 5 1/2 10/25/32,Long Y / Short X,0.68,5.93,1.14,1.14,0.1051,122,IG,IG,False,True,False
JORDAN 7 3/8 10/10/47,KSA 4 5/8 10/04/47,Long Y / Short X,0.99,176.67,1.14,1.14,0.1453,122,HY,IG,False,True,True
EGYPT 8 5/8 02/04/30,PIFKSA 5 1/4 10/13/32,Long Y / Short X,2.37,4.06,1.14,1.14,0.1544,122,HY,IG,False,True,True
ARAMCO 5 3/4 07/17/54,OMAN 6 08/01/29,Short Y / Long X,1.42,28.49,-1.14,1.14,0.1697,122,IG,IG,False,False,False
PIFKSA 5 1/4 01/29/34,KSA 4 5/8 10/04/47,Long Y / Short X,0.87,-18.71,1.13,1.13,0.0001,122,IG,IG,False,True,False
PIFKSA 5 1/4 01/29/34,QATAR 4.4 04/16/50,Short Y / Long X,0.81,30.79,-1.13,1.13,0.0005,122,IG,IG,False,True,True
KSA 5 01/18/53,PIFKSA 4 7/8 02/14/35,Short Y / Long X,1.28,9.01,-1.13,1.13,0.0011,122,IG,IG,False,True,False
KSA 5 3/4 01/16/54,PIFKSA 5 1/8 02/14/53,Short Y / Long X,0.91,5.99,-1.13,1.13,0.0028,121,IG,IG,False,True,False
KSA 5 01/16/34,UAE 2 10/19/31,Short Y / Long X,0.63,78.71,-1.13,1.13,0.0028,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,QATAR 4.817 03/14/49,Short Y / Long X,0.78,33.95,-1.13,1.13,0.0057,122,IG,IG,False,True,True
KSA 5 01/16/34,UAE 4.951 07/07/52,Short Y / Long X,0.57,38.38,-1.13,1.13,0.0109,122,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,QATAR 4 3/4 05/29/34,Long Y / Short X,1.31,55.28,1.13,1.13,0.018,122,IG,IG,False,False,False
KSA 2 1/4 02/02/33,KUWIB 4.652 10/09/35,Short Y / Long X,1.04,-0.29,-1.13,1.13,0.0183,122,IG,IG,False,True,True
OMAN 6 08/01/29,UAE 4.917 09/25/33,Long Y / Short X,0.56,88.26,1.13,1.13,0.0396,122,IG,IG,False,False,False
ARAMCO 5 7/8 07/17/64,KUWIB 4.652 10/09/35,Short Y / Long X,1.39,72.63,-1.13,1.13,0.0546,122,IG,IG,False,False,False
MOROC 6 1/2 09/08/33,QATAR 4 5/8 05/29/29,Long Y / Short X,0.53,128.79,1.13,1.13,0.0943,122,HY,IG,False,False,False
PIFKSA 5 1/8 02/14/53,PIFKSA 4 7/8 02/14/35,Short Y / Long X,1.31,17.14,-1.13,1.13,0.1,121,IG,IG,False,True,False
OMAN 4 3/4 06/15/26,RASGAS 5.838 09/30/27,Long Y / Short X,0.35,57.0,1.13,1.13,0.1077,122,IG,OTHER,False,False,False
MOROC 5.95 03/08/28,JORDAN 5.85 07/07/30,Long Y / Short X,0.39,24.65,1.13,1.13,0.1219,122,HY,HY,False,False,False
QATAR 4 7/8 02/27/35,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.64,-8.53,-1.13,1.13,0.1438,122,IG,QUASI,False,False,False
TAQAUH 4 3/4 03/09/37,TAQAUH 4.696 04/24/33,Short Y / Long X,0.78,40.04,-1.13,1.13,0.1511,121,QUASI,QUASI,False,False,False
EGYPT 8.7002 03/01/49,OMAN 5 5/8 01/17/28,Short Y / Long X,2.54,245.01,-1.13,1.13,0.1741,122,HY,IG,False,False,False
PIFKSA 5 1/8 02/14/53,QATAR 9 3/4 06/15/30,Short Y / Long X,1.07,127.85,-1.13,1.13,0.1813,121,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,OMAN 6 3/4 01/17/48,Long Y / Short X,0.83,-28.43,1.13,1.13,0.1856,122,IG,IG,False,False,False
KSA 5 3/8 01/13/31,QATAR 5 3/4 01/20/42,Short Y / Long X,0.75,19.33,-1.13,1.13,0.1937,122,IG,IG,False,True,True
MTVD 6.85 01/15/40,KUWIB 4.016 10/09/28,Short Y / Long X,0.51,164.61,-1.13,1.13,0.1963,122,OTHER,IG,False,False,False
PIFKSA 4 7/8 02/14/35,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.79,36.43,-1.12,1.12,0.0,122,IG,QUASI,False,True,True
ARAMCO 3 1/2 11/24/70,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.11,49.43,-1.12,1.12,0.0004,122,IG,IG,False,True,True
OMAN 6 1/2 03/08/47,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.67,70.1,1.12,1.12,0.0023,122,IG,IG,False,False,False
PIFKSA 5 1/4 10/13/32,QPETRO 3.3 07/12/51,Short Y / Long X,0.75,13.84,-1.12,1.12,0.0052,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,QATAR 4.817 03/14/49,Short Y / Long X,0.79,-9.29,-1.12,1.12,0.0158,122,IG,IG,False,False,False
KSA 5 01/16/34,PIFKSA 5 01/29/29,Short Y / Long X,0.81,23.68,-1.12,1.12,0.0174,122,IG,IG,False,True,False
OMAN 7 3/8 10/28/32,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.72,1.77,1.12,1.12,0.0375,122,IG,IG,False,False,False
KSA 3 1/4 10/22/30,UAE 4.917 09/25/33,Long Y / Short X,0.78,46.85,1.12,1.12,0.039,97,IG,IG,False,True,True
KSA 3 1/4 10/22/30,ARAMCO 4 1/4 04/16/39,Long Y / Short X,0.77,-16.79,1.12,1.12,0.0438,97,IG,IG,False,True,True
OMAN 4 3/4 06/15/26,OMAN 6 08/01/29,Long Y / Short X,1.45,-78.91,1.12,1.12,0.0468,122,IG,IG,False,False,False
KSA 4 7/8 07/18/33,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.61,50.3,-1.12,1.12,0.052,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,QATAR 4 1/2 02/27/28,Short Y / Long X,0.79,51.11,-1.12,1.12,0.0567,97,IG,IG,False,True,True
QATAR 4 3/4 05/29/34,MOROC 5 1/2 12/11/42,Short Y / Long X,0.76,-88.7,-1.12,1.12,0.0606,122,IG,HY,False,False,False
OMAN 7 3/8 10/28/32,QATAR 4 1/2 02/27/28,Short Y / Long X,0.83,87.46,-1.12,1.12,0.0931,122,IG,IG,False,False,False
PIFKSA 5 1/4 01/29/34,UAE 4.917 09/25/33,Short Y / Long X,0.82,84.72,-1.12,1.12,0.1018,122,IG,IG,False,True,True
ARAMCO 2 1/4 11/24/30,PIFKSA 5 09/15/35,Long Y / Short X,1.32,-69.76,1.12,1.12,0.1079,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,QATAR 3 3/4 04/16/30,Short Y / Long X,0.74,60.72,-1.12,1.12,0.1249,122,IG,IG,False,True,True
OMAN 7 01/25/51,MOROC 4 12/15/50,Short Y / Long X,0.91,1.9,-1.12,1.12,0.1299,122,IG,HY,False,False,False
ARAMCO 5 3/4 07/17/54,MOROC 4 12/15/50,Short Y / Long X,1.17,-54.22,-1.12,1.12,0.1371,122,IG,HY,False,False,False
ARAMCO 5 3/4 07/17/54,OMAN 6 1/4 01/25/31,Short Y / Long X,1.19,47.73,-1.12,1.12,0.1422,122,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,KSA 5 1/2 10/25/32,Long Y / Short X,1.04,89.65,1.12,1.12,0.1555,122,IG,IG,False,True,True
OMAN 6 08/01/29,QATAR 3 3/4 04/16/30,Long Y / Short X,0.6,81.65,1.11,1.11,0.0011,122,IG,IG,False,False,False
PIFKSA 4 7/8 02/14/35,KSA 4 5/8 10/04/47,Long Y / Short X,0.78,0.8,1.11,1.11,0.0114,122,IG,IG,False,True,False
KSA 5 5/8 01/13/35,ARAMCO 5 3/4 07/17/54,Long Y / Short X,0.53,9.93,1.11,1.11,0.013,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,KUWIB 4.652 10/09/35,Short Y / Long X,0.95,0.79,-1.11,1.11,0.0199,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,KSA 5 1/4 01/16/50,Long Y / Short X,0.74,70.54,1.11,1.11,0.0405,122,IG,IG,False,True,True
ARAMCO 5 3/4 07/17/54,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.32,24.17,-1.11,1.11,0.0597,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,DPWDU 4.7 09/30/49,Short Y / Long X,0.54,29.52,-1.11,1.11,0.069,122,IG,QUASI,False,False,False
